,Var1,Var2,bray,TreatmentGroup
3510,AZ-2_S145,AZ-11-RS_S293,0.97019973717741,Plaque.VS.Stool
3610,AZ-20_S146,AZ-11-RS_S293,0.974242317359033,Plaque.VS.Stool
3710,AZ-21_S147,AZ-11-RS_S293,0.980155862947715,Plaque.VS.Stool
3810,AZ-22_S148,AZ-11-RS_S293,0.979203539600693,Plaque.VS.Stool
3910,AZ-23_S149,AZ-11-RS_S293,0.975345809614699,Plaque.VS.Stool
4010,AZ-24_S150,AZ-11-RS_S293,0.987043604360128,Plaque.VS.Stool
4110,AZ-25_S151,AZ-11-RS_S293,0.96322743070485,Plaque.VS.Stool
4210,AZ-3_S152,AZ-11-RS_S293,0.979049158510119,Plaque.VS.Stool
4310,AZ-4_S153,AZ-11-RS_S293,0.978034286825618,Plaque.VS.Stool
4410,AZ-5_S154,AZ-11-RS_S293,0.981122764714981,Plaque.VS.Stool
4510,AZ-6_S155,AZ-11-RS_S293,0.983069848135567,Plaque.VS.Stool
4610,AZ-7_S156,AZ-11-RS_S293,0.980588009286465,Plaque.VS.Stool
4710,AZ-9_S157,AZ-11-RS_S293,0.969647381127455,Plaque.VS.Stool
4810,ML-8_S158,AZ-11-RS_S293,0.987349396403408,Plaque.VS.Stool
49,AZ-10_S135,AZ-12-RS_S294,0.984756321244708,Plaque.VS.Stool
50,AZ-11_S136,AZ-12-RS_S294,0.992922738462181,Plaque.VS.Stool
51,AZ-12_S137,AZ-12-RS_S294,0.97267215180585,Plaque.VS.Stool
5210,AZ-13_S138,AZ-12-RS_S294,0.988946308083962,Plaque.VS.Stool
5310,AZ-14_S139,AZ-12-RS_S294,0.992031179220457,Plaque.VS.Stool
5410,Az-15_S140,AZ-12-RS_S294,0.988721117816387,Plaque.VS.Stool
5510,AZ-16_S141,AZ-12-RS_S294,0.974948417173098,Plaque.VS.Stool
5610,AZ-17_S142,AZ-12-RS_S294,0.990084211958979,Plaque.VS.Stool
5710,AZ-18_S143,AZ-12-RS_S294,0.976012544984565,Plaque.VS.Stool
5810,AZ-19_S144,AZ-12-RS_S294,0.991176172681301,Plaque.VS.Stool
5910,AZ-2_S145,AZ-12-RS_S294,0.984459087025888,Plaque.VS.Stool
6010,AZ-20_S146,AZ-12-RS_S294,0.98633334502592,Plaque.VS.Stool
6110,AZ-21_S147,AZ-12-RS_S294,0.991202038921164,Plaque.VS.Stool
6210,AZ-22_S148,AZ-12-RS_S294,0.989298493326852,Plaque.VS.Stool
6310,AZ-23_S149,AZ-12-RS_S294,0.984217504321851,Plaque.VS.Stool
6410,AZ-24_S150,AZ-12-RS_S294,0.991025037405244,Plaque.VS.Stool
6510,AZ-25_S151,AZ-12-RS_S294,0.974555459405392,Plaque.VS.Stool
6610,AZ-3_S152,AZ-12-RS_S294,0.987928934513655,Plaque.VS.Stool
6710,AZ-4_S153,AZ-12-RS_S294,0.980894091789415,Plaque.VS.Stool
6810,AZ-5_S154,AZ-12-RS_S294,0.987360773478004,Plaque.VS.Stool
6910,AZ-6_S155,AZ-12-RS_S294,0.988259014090465,Plaque.VS.Stool
7010,AZ-7_S156,AZ-12-RS_S294,0.985391686979507,Plaque.VS.Stool
7110,AZ-9_S157,AZ-12-RS_S294,0.979271656042997,Plaque.VS.Stool
7210,ML-8_S158,AZ-12-RS_S294,0.99008088108748,Plaque.VS.Stool
73,AZ-10_S135,AZ-13-RS_S295,0.996108464811567,Plaque.VS.Stool
74,AZ-11_S136,AZ-13-RS_S295,0.996143692515066,Plaque.VS.Stool
75,AZ-12_S137,AZ-13-RS_S295,0.994166914456034,Plaque.VS.Stool
76,AZ-13_S138,AZ-13-RS_S295,0.996816516459291,Plaque.VS.Stool
7710,AZ-14_S139,AZ-13-RS_S295,0.994627083118918,Plaque.VS.Stool
7810,Az-15_S140,AZ-13-RS_S295,0.995591378510526,Plaque.VS.Stool
7910,AZ-16_S141,AZ-13-RS_S295,0.993131405010286,Plaque.VS.Stool
8010,AZ-17_S142,AZ-13-RS_S295,0.994529901216755,Plaque.VS.Stool
8110,AZ-18_S143,AZ-13-RS_S295,0.992587525203886,Plaque.VS.Stool
8210,AZ-19_S144,AZ-13-RS_S295,0.997013996818185,Plaque.VS.Stool
8310,AZ-2_S145,AZ-13-RS_S295,0.994696041320935,Plaque.VS.Stool
8410,AZ-20_S146,AZ-13-RS_S295,0.995654625967714,Plaque.VS.Stool
8510,AZ-21_S147,AZ-13-RS_S295,0.997023828139242,Plaque.VS.Stool
8610,AZ-22_S148,AZ-13-RS_S295,0.997152562460091,Plaque.VS.Stool
8710,AZ-23_S149,AZ-13-RS_S295,0.996040552128057,Plaque.VS.Stool
8810,AZ-24_S150,AZ-13-RS_S295,0.996956410152714,Plaque.VS.Stool
8910,AZ-25_S151,AZ-13-RS_S295,0.995801199508961,Plaque.VS.Stool
9010,AZ-3_S152,AZ-13-RS_S295,0.997234279996816,Plaque.VS.Stool
9110,AZ-4_S153,AZ-13-RS_S295,0.995467565799282,Plaque.VS.Stool
9210,AZ-5_S154,AZ-13-RS_S295,0.995702082841336,Plaque.VS.Stool
9310,AZ-6_S155,AZ-13-RS_S295,0.997318301133834,Plaque.VS.Stool
9410,AZ-7_S156,AZ-13-RS_S295,0.99427883955654,Plaque.VS.Stool
9510,AZ-9_S157,AZ-13-RS_S295,0.98852638365537,Plaque.VS.Stool
9610,ML-8_S158,AZ-13-RS_S295,0.995551765484315,Plaque.VS.Stool
97,AZ-10_S135,AZ-14-RS_S296,0.983676538775976,Plaque.VS.Stool
98,AZ-11_S136,AZ-14-RS_S296,0.992911215744552,Plaque.VS.Stool
99,AZ-12_S137,AZ-14-RS_S296,0.978651755969238,Plaque.VS.Stool
100,AZ-13_S138,AZ-14-RS_S296,0.991143413577458,Plaque.VS.Stool
101,AZ-14_S139,AZ-14-RS_S296,0.990958284943511,Plaque.VS.Stool
10210,Az-15_S140,AZ-14-RS_S296,0.991129392408588,Plaque.VS.Stool
10310,AZ-16_S141,AZ-14-RS_S296,0.979389651010896,Plaque.VS.Stool
10410,AZ-17_S142,AZ-14-RS_S296,0.987994239724785,Plaque.VS.Stool
10510,AZ-18_S143,AZ-14-RS_S296,0.974434695978206,Plaque.VS.Stool
10610,AZ-19_S144,AZ-14-RS_S296,0.995909060805114,Plaque.VS.Stool
10710,AZ-2_S145,AZ-14-RS_S296,0.982862814173339,Plaque.VS.Stool
10810,AZ-20_S146,AZ-14-RS_S296,0.989529007851206,Plaque.VS.Stool
10910,AZ-21_S147,AZ-14-RS_S296,0.990005638337247,Plaque.VS.Stool
11010,AZ-22_S148,AZ-14-RS_S296,0.987950501092881,Plaque.VS.Stool
11110,AZ-23_S149,AZ-14-RS_S296,0.986797083068746,Plaque.VS.Stool
11210,AZ-24_S150,AZ-14-RS_S296,0.99160139682532,Plaque.VS.Stool
11310,AZ-25_S151,AZ-14-RS_S296,0.973357698381193,Plaque.VS.Stool
11410,AZ-3_S152,AZ-14-RS_S296,0.990628544427148,Plaque.VS.Stool
11510,AZ-4_S153,AZ-14-RS_S296,0.985395390893443,Plaque.VS.Stool
11610,AZ-5_S154,AZ-14-RS_S296,0.988057359264234,Plaque.VS.Stool
11710,AZ-6_S155,AZ-14-RS_S296,0.990902894839166,Plaque.VS.Stool
11810,AZ-7_S156,AZ-14-RS_S296,0.985742324604731,Plaque.VS.Stool
11910,AZ-9_S157,AZ-14-RS_S296,0.979027428978011,Plaque.VS.Stool
12010,ML-8_S158,AZ-14-RS_S296,0.992214525741483,Plaque.VS.Stool
121,AZ-10_S135,AZ-15-RS_S297,0.987932081529735,Plaque.VS.Stool
122,AZ-11_S136,AZ-15-RS_S297,0.989294872501488,Plaque.VS.Stool
123,AZ-12_S137,AZ-15-RS_S297,0.985668048241411,Plaque.VS.Stool
124,AZ-13_S138,AZ-15-RS_S297,0.991974746536794,Plaque.VS.Stool
125,AZ-14_S139,AZ-15-RS_S297,0.984333388474647,Plaque.VS.Stool
126,Az-15_S140,AZ-15-RS_S297,0.99093209755245,Plaque.VS.Stool
12710,AZ-16_S141,AZ-15-RS_S297,0.984561343450857,Plaque.VS.Stool
12810,AZ-17_S142,AZ-15-RS_S297,0.985392229354209,Plaque.VS.Stool
12910,AZ-18_S143,AZ-15-RS_S297,0.981712319055173,Plaque.VS.Stool
13010,AZ-19_S144,AZ-15-RS_S297,0.996833484343311,Plaque.VS.Stool
13110,AZ-2_S145,AZ-15-RS_S297,0.981863437923132,Plaque.VS.Stool
13210,AZ-20_S146,AZ-15-RS_S297,0.985370139656886,Plaque.VS.Stool
13310,AZ-21_S147,AZ-15-RS_S297,0.989558266184166,Plaque.VS.Stool
13410,AZ-22_S148,AZ-15-RS_S297,0.98813374437095,Plaque.VS.Stool
13510,AZ-23_S149,AZ-15-RS_S297,0.987025244712591,Plaque.VS.Stool
13610,AZ-24_S150,AZ-15-RS_S297,0.992422767230746,Plaque.VS.Stool
13710,AZ-25_S151,AZ-15-RS_S297,0.980978835468851,Plaque.VS.Stool
13810,AZ-3_S152,AZ-15-RS_S297,0.988345982166493,Plaque.VS.Stool
13910,AZ-4_S153,AZ-15-RS_S297,0.986179202123672,Plaque.VS.Stool
14010,AZ-5_S154,AZ-15-RS_S297,0.984702116739705,Plaque.VS.Stool
14110,AZ-6_S155,AZ-15-RS_S297,0.991118283293535,Plaque.VS.Stool
14210,AZ-7_S156,AZ-15-RS_S297,0.986593610591687,Plaque.VS.Stool
14310,AZ-9_S157,AZ-15-RS_S297,0.975269501661353,Plaque.VS.Stool
1442,ML-8_S158,AZ-15-RS_S297,0.987496756985239,Plaque.VS.Stool
145,AZ-10_S135,AZ-16-RS_S298,0.998907395131868,Plaque.VS.Stool
146,AZ-11_S136,AZ-16-RS_S298,1,Plaque.VS.Stool
147,AZ-12_S137,AZ-16-RS_S298,0.996224121511606,Plaque.VS.Stool
148,AZ-13_S138,AZ-16-RS_S298,1,Plaque.VS.Stool
149,AZ-14_S139,AZ-16-RS_S298,1,Plaque.VS.Stool
150,Az-15_S140,AZ-16-RS_S298,0.998978107538055,Plaque.VS.Stool
151,AZ-16_S141,AZ-16-RS_S298,0.996245117881596,Plaque.VS.Stool
1521,AZ-17_S142,AZ-16-RS_S298,0.998496852539005,Plaque.VS.Stool
1531,AZ-18_S143,AZ-16-RS_S298,1,Plaque.VS.Stool
1541,AZ-19_S144,AZ-16-RS_S298,1,Plaque.VS.Stool
1551,AZ-2_S145,AZ-16-RS_S298,1,Plaque.VS.Stool
1561,AZ-20_S146,AZ-16-RS_S298,1,Plaque.VS.Stool
1571,AZ-21_S147,AZ-16-RS_S298,1,Plaque.VS.Stool
1581,AZ-22_S148,AZ-16-RS_S298,1,Plaque.VS.Stool
1591,AZ-23_S149,AZ-16-RS_S298,1,Plaque.VS.Stool
1601,AZ-24_S150,AZ-16-RS_S298,1,Plaque.VS.Stool
1611,AZ-25_S151,AZ-16-RS_S298,1,Plaque.VS.Stool
1621,AZ-3_S152,AZ-16-RS_S298,1,Plaque.VS.Stool
1631,AZ-4_S153,AZ-16-RS_S298,0.997694324827828,Plaque.VS.Stool
1641,AZ-5_S154,AZ-16-RS_S298,0.998414091044117,Plaque.VS.Stool
1651,AZ-6_S155,AZ-16-RS_S298,1,Plaque.VS.Stool
1661,AZ-7_S156,AZ-16-RS_S298,0.997965197964361,Plaque.VS.Stool
1671,AZ-9_S157,AZ-16-RS_S298,0.992445323644218,Plaque.VS.Stool
1681,ML-8_S158,AZ-16-RS_S298,0.998290091599277,Plaque.VS.Stool
169,AZ-10_S135,AZ-17-RS_S299,0.976457800783708,Plaque.VS.Stool
170,AZ-11_S136,AZ-17-RS_S299,0.985816901902364,Plaque.VS.Stool
171,AZ-12_S137,AZ-17-RS_S299,0.967172526378553,Plaque.VS.Stool
172,AZ-13_S138,AZ-17-RS_S299,0.973788309489383,Plaque.VS.Stool
173,AZ-14_S139,AZ-17-RS_S299,0.98099455016236,Plaque.VS.Stool
174,Az-15_S140,AZ-17-RS_S299,0.981245589939077,Plaque.VS.Stool
175,AZ-16_S141,AZ-17-RS_S299,0.97222475610965,Plaque.VS.Stool
176,AZ-17_S142,AZ-17-RS_S299,0.975537302218033,Plaque.VS.Stool
1771,AZ-18_S143,AZ-17-RS_S299,0.968867194757441,Plaque.VS.Stool
1781,AZ-19_S144,AZ-17-RS_S299,0.984890742990577,Plaque.VS.Stool
1791,AZ-2_S145,AZ-17-RS_S299,0.975213379087344,Plaque.VS.Stool
1801,AZ-20_S146,AZ-17-RS_S299,0.977570627565112,Plaque.VS.Stool
1811,AZ-21_S147,AZ-17-RS_S299,0.983293304349768,Plaque.VS.Stool
1821,AZ-22_S148,AZ-17-RS_S299,0.98302968215288,Plaque.VS.Stool
1831,AZ-23_S149,AZ-17-RS_S299,0.979758841328285,Plaque.VS.Stool
1841,AZ-24_S150,AZ-17-RS_S299,0.978631614681159,Plaque.VS.Stool
1851,AZ-25_S151,AZ-17-RS_S299,0.967958139698863,Plaque.VS.Stool
1861,AZ-3_S152,AZ-17-RS_S299,0.980897131765103,Plaque.VS.Stool
1871,AZ-4_S153,AZ-17-RS_S299,0.974789615163255,Plaque.VS.Stool
1881,AZ-5_S154,AZ-17-RS_S299,0.984811404553244,Plaque.VS.Stool
1891,AZ-6_S155,AZ-17-RS_S299,0.984354728839571,Plaque.VS.Stool
1901,AZ-7_S156,AZ-17-RS_S299,0.977815022164423,Plaque.VS.Stool
1911,AZ-9_S157,AZ-17-RS_S299,0.972042359313351,Plaque.VS.Stool
1921,ML-8_S158,AZ-17-RS_S299,0.978629926156722,Plaque.VS.Stool
193,AZ-10_S135,AZ-18-RS_S300,0.983379595336954,Plaque.VS.Stool
194,AZ-11_S136,AZ-18-RS_S300,0.99293544676985,Plaque.VS.Stool
195,AZ-12_S137,AZ-18-RS_S300,0.979264801850057,Plaque.VS.Stool
196,AZ-13_S138,AZ-18-RS_S300,0.990886607459024,Plaque.VS.Stool
197,AZ-14_S139,AZ-18-RS_S300,0.993645316375626,Plaque.VS.Stool
198,Az-15_S140,AZ-18-RS_S300,0.989151634343444,Plaque.VS.Stool
199,AZ-16_S141,AZ-18-RS_S300,0.98011567518425,Plaque.VS.Stool
200,AZ-17_S142,AZ-18-RS_S300,0.991042803355559,Plaque.VS.Stool
201,AZ-18_S143,AZ-18-RS_S300,0.972805150919596,Plaque.VS.Stool
2021,AZ-19_S144,AZ-18-RS_S300,0.993979802799446,Plaque.VS.Stool
2031,AZ-2_S145,AZ-18-RS_S300,0.982289030961568,Plaque.VS.Stool
2041,AZ-20_S146,AZ-18-RS_S300,0.989711676436553,Plaque.VS.Stool
2051,AZ-21_S147,AZ-18-RS_S300,0.993999955480392,Plaque.VS.Stool
2061,AZ-22_S148,AZ-18-RS_S300,0.991715124125882,Plaque.VS.Stool
2071,AZ-23_S149,AZ-18-RS_S300,0.988615565666255,Plaque.VS.Stool
2081,AZ-24_S150,AZ-18-RS_S300,0.991850904937983,Plaque.VS.Stool
2091,AZ-25_S151,AZ-18-RS_S300,0.97560842638127,Plaque.VS.Stool
2101,AZ-3_S152,AZ-18-RS_S300,0.992101101517826,Plaque.VS.Stool
2111,AZ-4_S153,AZ-18-RS_S300,0.983807321776014,Plaque.VS.Stool
2121,AZ-5_S154,AZ-18-RS_S300,0.988086873962262,Plaque.VS.Stool
2131,AZ-6_S155,AZ-18-RS_S300,0.99108503843588,Plaque.VS.Stool
2141,AZ-7_S156,AZ-18-RS_S300,0.989717452396023,Plaque.VS.Stool
2151,AZ-9_S157,AZ-18-RS_S300,0.980594961666102,Plaque.VS.Stool
2161,ML-8_S158,AZ-18-RS_S300,0.992468042365653,Plaque.VS.Stool
217,AZ-10_S135,AZ-19-RS_S301,0.993411682154425,Plaque.VS.Stool
218,AZ-11_S136,AZ-19-RS_S301,0.998195192323541,Plaque.VS.Stool
219,AZ-12_S137,AZ-19-RS_S301,0.992433790130521,Plaque.VS.Stool
220,AZ-13_S138,AZ-19-RS_S301,0.995523482612849,Plaque.VS.Stool
221,AZ-14_S139,AZ-19-RS_S301,0.997166026864601,Plaque.VS.Stool
222,Az-15_S140,AZ-19-RS_S301,0.994923301198616,Plaque.VS.Stool
223,AZ-16_S141,AZ-19-RS_S301,0.992997650835109,Plaque.VS.Stool
224,AZ-17_S142,AZ-19-RS_S301,0.994568596546077,Plaque.VS.Stool
225,AZ-18_S143,AZ-19-RS_S301,0.993588838354935,Plaque.VS.Stool
226,AZ-19_S144,AZ-19-RS_S301,0.997784425198667,Plaque.VS.Stool
2271,AZ-2_S145,AZ-19-RS_S301,0.990895939085189,Plaque.VS.Stool
2281,AZ-20_S146,AZ-19-RS_S301,0.996721930342388,Plaque.VS.Stool
2291,AZ-21_S147,AZ-19-RS_S301,0.997790416301418,Plaque.VS.Stool
2301,AZ-22_S148,AZ-19-RS_S301,0.995793324921234,Plaque.VS.Stool
2311,AZ-23_S149,AZ-19-RS_S301,0.99722428949156,Plaque.VS.Stool
2321,AZ-24_S150,AZ-19-RS_S301,0.997749473983399,Plaque.VS.Stool
2331,AZ-25_S151,AZ-19-RS_S301,0.993087655184009,Plaque.VS.Stool
2341,AZ-3_S152,AZ-19-RS_S301,0.997920381468579,Plaque.VS.Stool
2351,AZ-4_S153,AZ-19-RS_S301,0.992226320153906,Plaque.VS.Stool
2361,AZ-5_S154,AZ-19-RS_S301,0.994734163348816,Plaque.VS.Stool
2371,AZ-6_S155,AZ-19-RS_S301,0.997973202948524,Plaque.VS.Stool
2381,AZ-7_S156,AZ-19-RS_S301,0.997669033165249,Plaque.VS.Stool
2391,AZ-9_S157,AZ-19-RS_S301,0.983616369628262,Plaque.VS.Stool
2401,ML-8_S158,AZ-19-RS_S301,0.996232443001752,Plaque.VS.Stool
241,AZ-10_S135,AZ-2-RS_S302,0.994642888097444,Plaque.VS.Stool
242,AZ-11_S136,AZ-2-RS_S302,0.997458492000841,Plaque.VS.Stool
243,AZ-12_S137,AZ-2-RS_S302,0.996161792971447,Plaque.VS.Stool
244,AZ-13_S138,AZ-2-RS_S302,0.994184467349717,Plaque.VS.Stool
245,AZ-14_S139,AZ-2-RS_S302,0.995067492487732,Plaque.VS.Stool
246,Az-15_S140,AZ-2-RS_S302,0.994349709727341,Plaque.VS.Stool
247,AZ-16_S141,AZ-2-RS_S302,0.987395639550166,Plaque.VS.Stool
248,AZ-17_S142,AZ-2-RS_S302,0.995815086246962,Plaque.VS.Stool
249,AZ-18_S143,AZ-2-RS_S302,0.99090865313371,Plaque.VS.Stool
250,AZ-19_S144,AZ-2-RS_S302,0.996807149076678,Plaque.VS.Stool
251,AZ-2_S145,AZ-2-RS_S302,0.991774809865396,Plaque.VS.Stool
2521,AZ-20_S146,AZ-2-RS_S302,0.996616945632042,Plaque.VS.Stool
2531,AZ-21_S147,AZ-2-RS_S302,0.994534585703223,Plaque.VS.Stool
2541,AZ-22_S148,AZ-2-RS_S302,0.996944575067815,Plaque.VS.Stool
2551,AZ-23_S149,AZ-2-RS_S302,0.995868284458293,Plaque.VS.Stool
2561,AZ-24_S150,AZ-2-RS_S302,0.993625846524506,Plaque.VS.Stool
2571,AZ-25_S151,AZ-2-RS_S302,0.992521336525817,Plaque.VS.Stool
2581,AZ-3_S152,AZ-2-RS_S302,0.99702607587037,Plaque.VS.Stool
2591,AZ-4_S153,AZ-2-RS_S302,0.996696229919841,Plaque.VS.Stool
2601,AZ-5_S154,AZ-2-RS_S302,0.994278134265222,Plaque.VS.Stool
2611,AZ-6_S155,AZ-2-RS_S302,0.997110229171191,Plaque.VS.Stool
2621,AZ-7_S156,AZ-2-RS_S302,0.993207301503041,Plaque.VS.Stool
2631,AZ-9_S157,AZ-2-RS_S302,0.99163017959061,Plaque.VS.Stool
2641,ML-8_S158,AZ-2-RS_S302,0.997095260634479,Plaque.VS.Stool
265,AZ-10_S135,AZ-23-RS_S303,0.985316809757244,Plaque.VS.Stool
266,AZ-11_S136,AZ-23-RS_S303,0.987002115680951,Plaque.VS.Stool
267,AZ-12_S137,AZ-23-RS_S303,0.977471423533176,Plaque.VS.Stool
268,AZ-13_S138,AZ-23-RS_S303,0.984093936608147,Plaque.VS.Stool
269,AZ-14_S139,AZ-23-RS_S303,0.986857561982281,Plaque.VS.Stool
270,Az-15_S140,AZ-23-RS_S303,0.988476350728666,Plaque.VS.Stool
271,AZ-16_S141,AZ-23-RS_S303,0.974569087995871,Plaque.VS.Stool
272,AZ-17_S142,AZ-23-RS_S303,0.984405868615773,Plaque.VS.Stool
273,AZ-18_S143,AZ-23-RS_S303,0.976742299389972,Plaque.VS.Stool
274,AZ-19_S144,AZ-23-RS_S303,0.990920429372126,Plaque.VS.Stool
275,AZ-2_S145,AZ-23-RS_S303,0.981520690397253,Plaque.VS.Stool
276,AZ-20_S146,AZ-23-RS_S303,0.984663221283391,Plaque.VS.Stool
2771,AZ-21_S147,AZ-23-RS_S303,0.988537546625183,Plaque.VS.Stool
2781,AZ-22_S148,AZ-23-RS_S303,0.986726757707688,Plaque.VS.Stool
2791,AZ-23_S149,AZ-23-RS_S303,0.985258708229338,Plaque.VS.Stool
2801,AZ-24_S150,AZ-23-RS_S303,0.987771926195324,Plaque.VS.Stool
2811,AZ-25_S151,AZ-23-RS_S303,0.975841178098532,Plaque.VS.Stool
2821,AZ-3_S152,AZ-23-RS_S303,0.986959235444659,Plaque.VS.Stool
2831,AZ-4_S153,AZ-23-RS_S303,0.981694885032914,Plaque.VS.Stool
2841,AZ-5_S154,AZ-23-RS_S303,0.988015762801272,Plaque.VS.Stool
2851,AZ-6_S155,AZ-23-RS_S303,0.989563943975187,Plaque.VS.Stool
2861,AZ-7_S156,AZ-23-RS_S303,0.982912447432186,Plaque.VS.Stool
2871,AZ-9_S157,AZ-23-RS_S303,0.978235119741602,Plaque.VS.Stool
2881,ML-8_S158,AZ-23-RS_S303,0.985095567935357,Plaque.VS.Stool
289,AZ-10_S135,AZ-24-RS_S304,0.993055948276833,Plaque.VS.Stool
290,AZ-11_S136,AZ-24-RS_S304,0.993182457434152,Plaque.VS.Stool
291,AZ-12_S137,AZ-24-RS_S304,0.981088664043294,Plaque.VS.Stool
292,AZ-13_S138,AZ-24-RS_S304,0.987863085341665,Plaque.VS.Stool
293,AZ-14_S139,AZ-24-RS_S304,0.991374923888645,Plaque.VS.Stool
294,Az-15_S140,AZ-24-RS_S304,0.989984565100086,Plaque.VS.Stool
295,AZ-16_S141,AZ-24-RS_S304,0.986315740818642,Plaque.VS.Stool
296,AZ-17_S142,AZ-24-RS_S304,0.986427914376248,Plaque.VS.Stool
297,AZ-18_S143,AZ-24-RS_S304,0.981833762741024,Plaque.VS.Stool
298,AZ-19_S144,AZ-24-RS_S304,0.993552238099819,Plaque.VS.Stool
299,AZ-2_S145,AZ-24-RS_S304,0.987737460469189,Plaque.VS.Stool
300,AZ-20_S146,AZ-24-RS_S304,0.989925746951445,Plaque.VS.Stool
301,AZ-21_S147,AZ-24-RS_S304,0.992541126790548,Plaque.VS.Stool
3021,AZ-22_S148,AZ-24-RS_S304,0.9904333203039,Plaque.VS.Stool
3031,AZ-23_S149,AZ-24-RS_S304,0.99331254441026,Plaque.VS.Stool
3041,AZ-24_S150,AZ-24-RS_S304,0.988171740094963,Plaque.VS.Stool
3051,AZ-25_S151,AZ-24-RS_S304,0.984981031278754,Plaque.VS.Stool
3061,AZ-3_S152,AZ-24-RS_S304,0.992812767447998,Plaque.VS.Stool
3071,AZ-4_S153,AZ-24-RS_S304,0.989495361796523,Plaque.VS.Stool
3081,AZ-5_S154,AZ-24-RS_S304,0.989226894881098,Plaque.VS.Stool
3091,AZ-6_S155,AZ-24-RS_S304,0.995301828010042,Plaque.VS.Stool
3101,AZ-7_S156,AZ-24-RS_S304,0.990445548272677,Plaque.VS.Stool
3111,AZ-9_S157,AZ-24-RS_S304,0.98390158025918,Plaque.VS.Stool
3121,ML-8_S158,AZ-24-RS_S304,0.990541036392366,Plaque.VS.Stool
313,AZ-10_S135,AZ-25-RS_S305,0.981390786972936,Plaque.VS.Stool
314,AZ-11_S136,AZ-25-RS_S305,0.991075165264761,Plaque.VS.Stool
315,AZ-12_S137,AZ-25-RS_S305,0.981355825884349,Plaque.VS.Stool
316,AZ-13_S138,AZ-25-RS_S305,0.989938743196667,Plaque.VS.Stool
317,AZ-14_S139,AZ-25-RS_S305,0.990080034461165,Plaque.VS.Stool
318,Az-15_S140,AZ-25-RS_S305,0.99414878074836,Plaque.VS.Stool
319,AZ-16_S141,AZ-25-RS_S305,0.975124456357164,Plaque.VS.Stool
320,AZ-17_S142,AZ-25-RS_S305,0.985480703396277,Plaque.VS.Stool
321,AZ-18_S143,AZ-25-RS_S305,0.973028140399953,Plaque.VS.Stool
322,AZ-19_S144,AZ-25-RS_S305,0.997445553703613,Plaque.VS.Stool
323,AZ-2_S145,AZ-25-RS_S305,0.986795777532138,Plaque.VS.Stool
324,AZ-20_S146,AZ-25-RS_S305,0.983596281899505,Plaque.VS.Stool
325,AZ-21_S147,AZ-25-RS_S305,0.992267417530762,Plaque.VS.Stool
326,AZ-22_S148,AZ-25-RS_S305,0.990153478883156,Plaque.VS.Stool
3271,AZ-23_S149,AZ-25-RS_S305,0.987165691684391,Plaque.VS.Stool
3281,AZ-24_S150,AZ-25-RS_S305,0.992097412815324,Plaque.VS.Stool
3291,AZ-25_S151,AZ-25-RS_S305,0.976751584610102,Plaque.VS.Stool
3301,AZ-3_S152,AZ-25-RS_S305,0.984339406341603,Plaque.VS.Stool
3311,AZ-4_S153,AZ-25-RS_S305,0.985380349968501,Plaque.VS.Stool
3321,AZ-5_S154,AZ-25-RS_S305,0.987728635209992,Plaque.VS.Stool
3331,AZ-6_S155,AZ-25-RS_S305,0.991199593958231,Plaque.VS.Stool
3341,AZ-7_S156,AZ-25-RS_S305,0.984243632742247,Plaque.VS.Stool
3351,AZ-9_S157,AZ-25-RS_S305,0.981633104340176,Plaque.VS.Stool
3361,ML-8_S158,AZ-25-RS_S305,0.990146634137178,Plaque.VS.Stool
337,AZ-10_S135,AZ-6-RS_S306,0.991140137240315,Plaque.VS.Stool
338,AZ-11_S136,AZ-6-RS_S306,0.995106835663865,Plaque.VS.Stool
339,AZ-12_S137,AZ-6-RS_S306,0.985831962312794,Plaque.VS.Stool
340,AZ-13_S138,AZ-6-RS_S306,0.992752365288218,Plaque.VS.Stool
341,AZ-14_S139,AZ-6-RS_S306,0.994902021558007,Plaque.VS.Stool
342,Az-15_S140,AZ-6-RS_S306,0.990964203490051,Plaque.VS.Stool
343,AZ-16_S141,AZ-6-RS_S306,0.978292694367156,Plaque.VS.Stool
344,AZ-17_S142,AZ-6-RS_S306,0.992429789612707,Plaque.VS.Stool
345,AZ-18_S143,AZ-6-RS_S306,0.981112370328378,Plaque.VS.Stool
346,AZ-19_S144,AZ-6-RS_S306,0.995324285548352,Plaque.VS.Stool
347,AZ-2_S145,AZ-6-RS_S306,0.986579956398366,Plaque.VS.Stool
348,AZ-20_S146,AZ-6-RS_S306,0.994043454747542,Plaque.VS.Stool
349,AZ-21_S147,AZ-6-RS_S306,0.995337820682746,Plaque.VS.Stool
350,AZ-22_S148,AZ-6-RS_S306,0.993299043855988,Plaque.VS.Stool
351,AZ-23_S149,AZ-6-RS_S306,0.994035538753143,Plaque.VS.Stool
3521,AZ-24_S150,AZ-6-RS_S306,0.993511766724621,Plaque.VS.Stool
3531,AZ-25_S151,AZ-6-RS_S306,0.985294925080352,Plaque.VS.Stool
3541,AZ-3_S152,AZ-6-RS_S306,0.995630169993428,Plaque.VS.Stool
3551,AZ-4_S153,AZ-6-RS_S306,0.987248650856556,Plaque.VS.Stool
3561,AZ-5_S154,AZ-6-RS_S306,0.991286416912278,Plaque.VS.Stool
